rank,country,cluster,date,rolling_value,is_valid,valid_days,min_valid_days,coverage_ratio,stage,trend,confidence_score,confidence_level,evidence_tier,snapshot_relation,snapshot_source_mode,snapshot_source_date,baseline_marker,delta_previous_numeric,abs_delta_previous_numeric,stage_priority,top_driver_1_name,top_driver_1_value,top_driver_2_name,top_driver_2_value,dominant_driver,driver_concentration_ratio,candidate_reason
1,Taiwan,tension,2026-01-22,60.9571,True,7,5,1.0,hoch,zunehmend,86.33,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,2.0857,2.0857,2,crisis_subscore,67.0286,negativity_subscore,60.2714,,0.3665,high_stage;high_rolling_value
2,China,tension,2026-02-18,69.0524,True,7,5,1.0,hoch,zunehmend,89.17,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,1.6143,1.6143,2,negativity_subscore,71.8143,crisis_subscore,71.5857,,0.3467,high_stage;high_rolling_value
3,Nigeria,escalation,2026-03-15,72.3089,True,7,5,1.0,hoch,rückläufig,90.31,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-1.5857,1.5857,2,peak_subscore,77.7,external_dynamics_subscore,72.1095,,0.2686,high_stage;high_rolling_value
4,China,tension,2026-02-25,67.5286,True,7,5,1.0,hoch,rückläufig,88.64,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-1.4666,1.4666,2,crisis_subscore,71.1857,negativity_subscore,67.7,,0.3514,high_stage;high_rolling_value
5,Israel,escalation,2026-02-11,73.9464,True,7,5,1.0,hoch,rückläufig,90.88,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-1.2572,1.2572,2,peak_subscore,80.7714,external_dynamics_subscore,79.0857,,0.2731,high_stage;high_rolling_value
6,Taiwan,tension,2026-01-29,62.4714,True,7,5,1.0,hoch,stabil,86.86,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-1.2238,1.2238,2,crisis_subscore,65.8571,negativity_subscore,62.0,,0.3514,high_stage;high_rolling_value
7,Ukraine,tension,2026-01-27,89.881,True,7,5,1.0,sehr hoch,stabil,96.46,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,1.1191,1.1191,3,crisis_subscore,95.0429,negativity_subscore,88.6286,,0.3525,high_stage;high_rolling_value
8,Ukraine,tension,2026-03-14,89.0095,True,7,5,1.0,sehr hoch,stabil,96.15,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-1.1143,1.1143,3,crisis_subscore,94.2143,negativity_subscore,89.0143,,0.3528,high_stage;high_rolling_value
9,Nigeria,tension,2026-01-14,86.6857,True,7,5,1.0,sehr hoch,stabil,95.34,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,1.0476,1.0476,3,crisis_subscore,91.6,negativity_subscore,86.1143,,0.3522,high_stage;high_rolling_value
10,Ukraine,tension,2026-01-25,87.8571,True,7,5,1.0,sehr hoch,stabil,95.75,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,1.0142,1.0142,3,crisis_subscore,92.9286,negativity_subscore,86.6429,,0.3526,high_stage;high_rolling_value
11,Nigeria,tension,2026-03-09,83.3286,True,7,5,1.0,sehr hoch,stabil,94.17,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-1.0095,1.0095,3,crisis_subscore,87.8,negativity_subscore,82.9714,,0.3512,high_stage;high_rolling_value
12,Ukraine,tension,2026-03-23,82.181,True,7,5,1.0,sehr hoch,stabil,93.76,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.9904,0.9904,3,crisis_subscore,87.2857,negativity_subscore,82.0143,,0.354,high_stage;high_rolling_value
13,Nigeria,tension,2026-03-13,80.4619,True,7,5,1.0,sehr hoch,stabil,93.16,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.9857,0.9857,3,crisis_subscore,84.8,negativity_subscore,80.1286,,0.3513,high_stage;high_rolling_value
14,Israel,tension,2025-07-24,70.1667,True,7,5,1.0,hoch,stabil,89.56,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.9857,0.9857,2,crisis_subscore,74.4286,negativity_subscore,69.1,,0.3536,high_stage;high_rolling_value
15,Nigeria,tension,2026-03-04,87.1571,True,7,5,1.0,sehr hoch,stabil,95.5,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.9762,0.9762,3,crisis_subscore,92.0,negativity_subscore,87.3714,,0.3519,high_stage;high_rolling_value
16,Nigeria,tension,2026-03-21,75.5095,True,7,5,1.0,hoch,stabil,91.43,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.9619,0.9619,2,crisis_subscore,80.0857,negativity_subscore,75.0429,,0.3535,high_stage;high_rolling_value
17,Nigeria,tension,2025-07-24,76.3667,True,7,5,1.0,hoch,stabil,91.73,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.9572,0.9572,2,crisis_subscore,80.6,negativity_subscore,75.7429,,0.3518,high_stage;high_rolling_value
18,Nigeria,tension,2026-01-09,82.7714,True,7,5,1.0,sehr hoch,stabil,93.97,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.9381,0.9381,3,crisis_subscore,86.2571,negativity_subscore,83.5143,,0.3474,high_stage;high_rolling_value
19,Russia,tension,2026-01-30,84.5238,True,7,5,1.0,sehr hoch,stabil,94.58,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.9333,0.9333,3,crisis_subscore,88.9857,negativity_subscore,85.1143,,0.3509,high_stage;high_rolling_value
20,Iran,tension,2025-08-05,92.919,True,7,5,1.0,sehr hoch,stabil,97.52,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.9285,0.9285,3,crisis_subscore,97.3714,negativity_subscore,93.8143,,0.3493,high_stage;high_rolling_value
21,Russia,escalation,2025-12-18,75.8786,True,7,5,1.0,hoch,stabil,91.56,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.925,0.925,2,peak_subscore,86.4571,external_dynamics_subscore,82.9,,0.2849,high_stage;high_rolling_value
22,Ukraine,tension,2026-01-29,91.7048,True,7,5,1.0,sehr hoch,stabil,97.1,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.9238,0.9238,3,crisis_subscore,96.8429,negativity_subscore,90.4714,,0.352,high_stage;high_rolling_value
23,Russia,tension,2026-03-07,84.4714,True,7,5,1.0,sehr hoch,stabil,94.56,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.9191,0.9191,3,crisis_subscore,88.3857,negativity_subscore,85.1286,,0.3488,high_stage;high_rolling_value
24,Russia,tension,2026-01-19,76.981,True,7,5,1.0,hoch,stabil,91.94,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.9191,0.9191,2,crisis_subscore,81.4286,negativity_subscore,76.8143,,0.3526,high_stage;high_rolling_value
25,Ukraine,tension,2026-03-13,90.1238,True,7,5,1.0,sehr hoch,stabil,96.54,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.9143,0.9143,3,crisis_subscore,95.5,negativity_subscore,90.2,,0.3532,high_stage;high_rolling_value
26,Nigeria,tension,2026-01-19,90.6429,True,7,5,1.0,sehr hoch,stabil,96.73,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.9096,0.9096,3,crisis_subscore,95.7714,negativity_subscore,90.6143,,0.3522,high_stage;high_rolling_value
27,Russia,tension,2026-03-09,82.9381,True,7,5,1.0,sehr hoch,stabil,94.03,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.9095,0.9095,3,crisis_subscore,86.6429,negativity_subscore,83.9143,,0.3482,high_stage;high_rolling_value
28,Ukraine,tension,2026-01-26,88.7619,True,7,5,1.0,sehr hoch,stabil,96.07,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.9048,0.9048,3,crisis_subscore,94.1571,negativity_subscore,87.4857,,0.3536,high_stage;high_rolling_value
29,Iran,tension,2026-03-21,86.2095,True,7,5,1.0,sehr hoch,stabil,95.17,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.9048,0.9048,3,crisis_subscore,90.7429,negativity_subscore,86.4143,,0.3509,high_stage;high_rolling_value
30,Ukraine,tension,2026-03-19,85.4762,True,7,5,1.0,sehr hoch,stabil,94.92,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.9048,0.9048,3,crisis_subscore,90.4286,negativity_subscore,85.1857,,0.3526,high_stage;high_rolling_value
31,Ukraine,tension,2026-01-28,90.781,True,7,5,1.0,sehr hoch,stabil,96.77,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.9,0.9,3,crisis_subscore,96.0571,negativity_subscore,89.5571,,0.3527,high_stage;high_rolling_value
32,Nigeria,tension,2026-03-03,88.1333,True,7,5,1.0,sehr hoch,stabil,95.85,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.9,0.9,3,crisis_subscore,92.5429,negativity_subscore,88.3714,,0.35,high_stage;high_rolling_value
33,Ukraine,tension,2025-10-05,91.3857,True,7,5,1.0,sehr hoch,stabil,96.98,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.8953,0.8953,3,crisis_subscore,95.6429,negativity_subscore,91.3714,,0.3489,high_stage;high_rolling_value
34,Nigeria,tension,2026-01-11,84.2286,True,7,5,1.0,sehr hoch,stabil,94.48,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.8953,0.8953,3,crisis_subscore,88.0571,negativity_subscore,84.4429,,0.3485,high_stage;high_rolling_value
35,Israel,tension,2025-09-19,69.2333,True,7,5,1.0,hoch,stabil,89.23,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.8953,0.8953,2,crisis_subscore,73.1286,negativity_subscore,69.0429,,0.3521,high_stage;high_rolling_value
36,Nigeria,tension,2026-01-17,88.9571,True,7,5,1.0,sehr hoch,stabil,96.13,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.8952,0.8952,3,crisis_subscore,93.8,negativity_subscore,88.5571,,0.3515,high_stage;high_rolling_value
37,Russia,tension,2026-02-01,86.0857,True,7,5,1.0,sehr hoch,stabil,95.13,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.8952,0.8952,3,crisis_subscore,90.8571,negativity_subscore,86.3286,,0.3518,high_stage;high_rolling_value
38,Israel,tension,2025-07-21,68.0095,True,7,5,1.0,hoch,stabil,88.8,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.8905,0.8905,2,crisis_subscore,72.0714,negativity_subscore,66.8857,,0.3532,high_stage;high_rolling_value
39,Ukraine,tension,2026-03-22,83.1714,True,7,5,1.0,sehr hoch,stabil,94.11,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.881,0.881,3,crisis_subscore,88.3286,negativity_subscore,82.9286,,0.354,high_stage;high_rolling_value
40,Israel,tension,2025-08-06,78.2905,True,7,5,1.0,hoch,stabil,92.4,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.881,0.881,2,crisis_subscore,82.3857,negativity_subscore,77.8143,,0.3508,high_stage;high_rolling_value
41,Taiwan,tension,2026-02-01,64.2714,True,7,5,1.0,hoch,stabil,87.49,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.8809,0.8809,2,crisis_subscore,67.9571,negativity_subscore,63.8571,,0.3524,high_stage;high_rolling_value
42,Israel,tension,2025-09-09,75.4857,True,7,5,1.0,hoch,stabil,91.42,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.8762,0.8762,2,crisis_subscore,78.8143,negativity_subscore,76.1571,,0.348,high_stage;high_rolling_value
43,Russia,tension,2025-10-02,81.681,True,7,5,1.0,sehr hoch,stabil,93.59,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.8761,0.8761,3,crisis_subscore,85.8857,negativity_subscore,81.9571,,0.3505,high_stage;high_rolling_value
44,Russia,tension,2026-02-03,87.219,True,7,5,1.0,sehr hoch,stabil,95.53,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.8666,0.8666,3,crisis_subscore,92.1286,negativity_subscore,86.8286,,0.3521,high_stage;high_rolling_value
45,Israel,tension,2025-08-01,75.1095,True,7,5,1.0,hoch,stabil,91.29,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.8666,0.8666,2,crisis_subscore,78.8857,negativity_subscore,74.9714,,0.3501,high_stage;high_rolling_value
46,Russia,escalation,2025-12-25,74.4571,True,7,5,1.0,hoch,stabil,91.06,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.8643,0.8643,2,peak_subscore,84.1286,external_dynamics_subscore,81.9333,,0.2825,high_stage;high_rolling_value
47,Russia,tension,2026-03-06,85.3905,True,7,5,1.0,sehr hoch,stabil,94.89,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.8619,0.8619,3,crisis_subscore,89.4571,negativity_subscore,85.8714,,0.3492,high_stage;high_rolling_value
48,Israel,tension,2025-09-08,76.3619,True,7,5,1.0,hoch,stabil,91.73,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.8571,0.8571,2,crisis_subscore,79.8857,negativity_subscore,76.7571,,0.3487,high_stage;high_rolling_value
49,Taiwan,tension,2026-02-10,68.5667,True,7,5,1.0,hoch,stabil,89.0,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.8524,0.8524,2,crisis_subscore,71.5143,negativity_subscore,68.5857,,0.3477,high_stage;high_rolling_value
50,Ukraine,tension,2026-01-24,86.8429,True,7,5,1.0,sehr hoch,stabil,95.4,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.8477,0.8477,3,crisis_subscore,91.6429,negativity_subscore,86.2571,,0.3518,high_stage;high_rolling_value
51,Ukraine,tension,2026-03-10,92.281,True,7,5,1.0,sehr hoch,stabil,97.3,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.8428,0.8428,3,crisis_subscore,96.8714,negativity_subscore,92.2429,,0.3499,high_stage;high_rolling_value
52,Nigeria,tension,2026-03-07,84.9714,True,7,5,1.0,sehr hoch,stabil,94.74,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.8381,0.8381,3,crisis_subscore,89.6143,negativity_subscore,84.9571,,0.3515,high_stage;high_rolling_value
53,Nigeria,tension,2026-02-23,92.8667,True,7,5,1.0,sehr hoch,stabil,97.5,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.8333,0.8333,3,crisis_subscore,97.3857,negativity_subscore,92.5714,,0.3496,high_stage;high_rolling_value
54,Ukraine,tension,2026-03-20,84.6476,True,7,5,1.0,sehr hoch,stabil,94.63,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.8286,0.8286,3,crisis_subscore,89.8,negativity_subscore,84.2286,,0.3536,high_stage;high_rolling_value
55,Israel,tension,2025-09-13,72.981,True,7,5,1.0,hoch,stabil,90.54,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.8285,0.8285,2,crisis_subscore,76.5857,negativity_subscore,74.0571,,0.3498,high_stage;high_rolling_value
56,Nigeria,escalation,2026-01-19,80.9679,True,7,5,1.0,sehr hoch,stabil,93.34,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.825,0.825,3,peak_subscore,89.3429,internal_dynamics_subscore,79.8,,0.2759,high_stage;high_rolling_value
57,Iran,tension,2026-03-15,90.7524,True,7,5,1.0,sehr hoch,stabil,96.76,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.8238,0.8238,3,crisis_subscore,95.3571,negativity_subscore,90.7857,,0.3502,high_stage;high_rolling_value
58,Russia,tension,2026-01-22,78.9048,True,7,5,1.0,hoch,stabil,92.62,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.8238,0.8238,2,crisis_subscore,83.6714,negativity_subscore,78.5286,,0.3535,high_stage;high_rolling_value
59,Israel,tension,2025-09-22,67.5905,True,7,5,1.0,hoch,stabil,88.66,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.8238,0.8238,2,crisis_subscore,71.0714,negativity_subscore,67.3714,,0.3505,high_stage;high_rolling_value
60,Nigeria,escalation,2026-01-13,77.3036,True,7,5,1.0,hoch,stabil,92.06,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.8197,0.8197,2,peak_subscore,84.5714,internal_dynamics_subscore,75.2238,,0.2735,high_stage;high_rolling_value
61,Nigeria,tension,2025-09-26,87.2286,True,7,5,1.0,sehr hoch,stabil,95.53,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.819,0.819,3,crisis_subscore,92.0429,negativity_subscore,87.0429,,0.3517,high_stage;high_rolling_value
62,Iran,tension,2026-03-14,91.5762,True,7,5,1.0,sehr hoch,stabil,97.05,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.8143,0.8143,3,crisis_subscore,96.3286,negativity_subscore,91.4,,0.3506,high_stage;high_rolling_value
63,Russia,tension,2026-03-21,75.8143,True,7,5,1.0,hoch,stabil,91.54,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.8143,0.8143,2,crisis_subscore,79.3714,negativity_subscore,76.3714,,0.349,high_stage;high_rolling_value
64,Nigeria,escalation,2026-01-14,78.1161,True,7,5,1.0,hoch,stabil,92.34,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.8125,0.8125,2,peak_subscore,85.5714,internal_dynamics_subscore,76.0857,,0.2739,high_stage;high_rolling_value
65,Israel,tension,2025-09-14,72.1714,True,7,5,1.0,hoch,stabil,90.26,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.8096,0.8096,2,crisis_subscore,75.8429,negativity_subscore,73.4286,,0.3503,high_stage;high_rolling_value
66,Iran,tension,2025-07-27,87.0762,True,7,5,1.0,sehr hoch,stabil,95.48,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.8095,0.8095,3,crisis_subscore,91.8,negativity_subscore,86.6,,0.3514,high_stage;high_rolling_value
67,Russia,tension,2026-03-05,86.2524,True,7,5,1.0,sehr hoch,stabil,95.19,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.8095,0.8095,3,crisis_subscore,90.7143,negativity_subscore,86.4286,,0.3506,high_stage;high_rolling_value
68,Israel,tension,2025-07-29,73.4381,True,7,5,1.0,hoch,stabil,90.7,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.8048,0.8048,2,crisis_subscore,77.6857,negativity_subscore,73.2143,,0.3526,high_stage;high_rolling_value
69,Nigeria,tension,2026-01-20,91.4476,True,7,5,1.0,sehr hoch,stabil,97.01,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.8047,0.8047,3,crisis_subscore,96.6429,negativity_subscore,91.4143,,0.3523,high_stage;high_rolling_value
70,Russia,tension,2026-01-28,82.9571,True,7,5,1.0,sehr hoch,stabil,94.03,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.8047,0.8047,3,crisis_subscore,87.4143,negativity_subscore,83.1286,,0.3512,high_stage;high_rolling_value
71,Nigeria,escalation,2026-01-10,75.6339,True,7,5,1.0,hoch,stabil,91.47,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.8035,0.8035,2,peak_subscore,82.6,internal_dynamics_subscore,73.3571,,0.273,high_stage;high_rolling_value
72,Israel,tension,2025-07-27,72.0571,True,7,5,1.0,hoch,stabil,90.22,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.8,0.8,2,crisis_subscore,76.1571,negativity_subscore,71.8,,0.3523,high_stage;high_rolling_value
73,China,tension,2026-03-16,59.0952,True,7,5,1.0,hoch,stabil,85.68,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.8,0.8,2,crisis_subscore,62.1857,negativity_subscore,59.3714,,0.3508,high_stage
74,Iran,tension,2026-01-12,91.4762,True,7,5,1.0,sehr hoch,stabil,97.02,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.7905,0.7905,3,crisis_subscore,96.4571,negativity_subscore,91.7714,,0.3515,high_stage;high_rolling_value
75,Iran,tension,2026-01-10,90.0429,True,7,5,1.0,sehr hoch,stabil,96.52,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.7905,0.7905,3,crisis_subscore,94.6286,negativity_subscore,90.2714,,0.3503,high_stage;high_rolling_value
76,Israel,tension,2025-09-18,70.1286,True,7,5,1.0,hoch,stabil,89.55,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.7904,0.7904,2,crisis_subscore,74.2429,negativity_subscore,70.1571,,0.3529,high_stage;high_rolling_value
77,Ukraine,tension,2026-02-01,93.681,True,7,5,1.0,sehr hoch,stabil,97.79,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.7858,0.7858,3,crisis_subscore,98.0857,negativity_subscore,93.6143,,0.349,high_stage;high_rolling_value
78,Iran,tension,2025-10-06,88.5762,True,7,5,1.0,sehr hoch,stabil,96.0,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.7857,0.7857,3,crisis_subscore,93.3714,negativity_subscore,88.1714,,0.3514,high_stage;high_rolling_value
79,Iran,tension,2026-03-19,87.8476,True,7,5,1.0,sehr hoch,stabil,95.75,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.7857,0.7857,3,crisis_subscore,92.3857,negativity_subscore,87.9429,,0.3506,high_stage;high_rolling_value
80,Nigeria,tension,2026-03-18,77.519,True,7,5,1.0,hoch,stabil,92.13,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.781,0.781,2,crisis_subscore,82.4857,negativity_subscore,77.3714,,0.3547,high_stage;high_rolling_value
81,Nigeria,tension,2026-01-06,80.4619,True,7,5,1.0,sehr hoch,stabil,93.16,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.7809,0.7809,3,crisis_subscore,84.0714,negativity_subscore,81.2714,,0.3483,high_stage;high_rolling_value
82,Nigeria,tension,2026-01-18,89.7333,True,7,5,1.0,sehr hoch,stabil,96.41,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.7762,0.7762,3,crisis_subscore,94.8714,negativity_subscore,89.4,,0.3524,high_stage;high_rolling_value
83,Ukraine,tension,2026-01-11,78.819,True,7,5,1.0,hoch,stabil,92.59,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.7714,0.7714,2,crisis_subscore,83.0571,negativity_subscore,78.8143,,0.3513,high_stage;high_rolling_value
84,Taiwan,tension,2026-03-20,66.7619,True,7,5,1.0,hoch,stabil,88.37,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.7714,0.7714,2,crisis_subscore,70.3429,negativity_subscore,66.0143,,0.3512,high_stage;high_rolling_value
85,Ukraine,escalation,2026-03-18,86.2107,True,7,5,1.0,sehr hoch,stabil,95.17,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.7625,0.7625,3,peak_subscore,93.2143,external_dynamics_subscore,91.8286,,0.2703,high_stage;high_rolling_value
86,Iran,tension,2025-10-03,90.4238,True,7,5,1.0,sehr hoch,stabil,96.65,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.7619,0.7619,3,crisis_subscore,95.1286,negativity_subscore,90.5143,,0.3507,high_stage;high_rolling_value
87,Iran,tension,2026-01-08,88.6143,True,7,5,1.0,sehr hoch,stabil,96.02,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.7572,0.7572,3,crisis_subscore,93.1714,negativity_subscore,88.5857,,0.3505,high_stage;high_rolling_value
88,Russia,tension,2026-03-25,73.6524,True,7,5,1.0,hoch,stabil,90.78,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.7571,0.7571,2,crisis_subscore,77.3714,negativity_subscore,73.8571,,0.3502,high_stage;high_rolling_value
89,Taiwan,tension,2026-03-24,64.3,True,7,5,1.0,hoch,stabil,87.5,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.7571,0.7571,2,crisis_subscore,67.6,negativity_subscore,64.6429,,0.3504,high_stage;high_rolling_value
90,Russia,tension,2026-03-17,78.419,True,7,5,1.0,hoch,stabil,92.45,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.7524,0.7524,2,crisis_subscore,82.6571,negativity_subscore,78.3286,,0.3513,high_stage;high_rolling_value
91,Ukraine,tension,2026-01-23,85.9952,True,7,5,1.0,sehr hoch,stabil,95.1,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.7523,0.7523,3,crisis_subscore,90.8286,negativity_subscore,85.4857,,0.3521,high_stage;high_rolling_value
92,Iran,tension,2026-03-17,89.3,True,7,5,1.0,sehr hoch,stabil,96.25,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.7476,0.7476,3,crisis_subscore,93.5857,negativity_subscore,89.5571,,0.3493,high_stage;high_rolling_value
93,Nigeria,tension,2026-01-15,87.4333,True,7,5,1.0,sehr hoch,stabil,95.6,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.7476,0.7476,3,crisis_subscore,92.1857,negativity_subscore,86.8286,,0.3515,high_stage;high_rolling_value
94,Russia,tension,2026-01-27,82.1524,True,7,5,1.0,sehr hoch,stabil,93.75,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.7476,0.7476,3,crisis_subscore,86.5429,negativity_subscore,82.6429,,0.3511,high_stage;high_rolling_value
95,Ukraine,tension,2026-01-13,80.2238,True,7,5,1.0,sehr hoch,stabil,93.08,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.7476,0.7476,3,crisis_subscore,84.5286,negativity_subscore,80.0143,,0.3512,high_stage;high_rolling_value
96,Israel,tension,2025-08-07,79.0381,True,7,5,1.0,hoch,stabil,92.66,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.7476,0.7476,2,crisis_subscore,83.2714,negativity_subscore,78.3429,,0.3512,high_stage;high_rolling_value
97,Iran,tension,2025-08-01,90.381,True,7,5,1.0,sehr hoch,stabil,96.63,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.7429,0.7429,3,crisis_subscore,94.7,negativity_subscore,90.7429,,0.3493,high_stage;high_rolling_value
98,Iran,tension,2026-01-06,87.1429,True,7,5,1.0,sehr hoch,stabil,95.5,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.7429,0.7429,3,crisis_subscore,91.7286,negativity_subscore,87.1429,,0.3509,high_stage;high_rolling_value
