rank,country,cluster,date,rolling_value,is_valid,valid_days,min_valid_days,coverage_ratio,stage,trend,confidence_score,confidence_level,evidence_tier,snapshot_relation,snapshot_source_mode,snapshot_source_date,baseline_marker,delta_previous_numeric,abs_delta_previous_numeric,stage_priority,top_driver_1_name,top_driver_1_value,top_driver_2_name,top_driver_2_value,dominant_driver,driver_concentration_ratio,candidate_reason
4337,Nigeria,tension,2025-07-07,70.9143,True,7,5,1.0,hoch,stabil,89.82,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.0191,0.0191,2,crisis_subscore,74.7286,negativity_subscore,70.9286,,0.3513,high_stage;high_rolling_value
4338,Israel,tension,2026-02-23,70.5857,True,7,5,1.0,hoch,stabil,89.7,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.0191,0.0191,2,crisis_subscore,73.5143,negativity_subscore,70.5714,,0.3472,high_stage;high_rolling_value
4339,Israel,tension,2025-12-02,70.181,True,7,5,1.0,hoch,stabil,89.56,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.0191,0.0191,2,crisis_subscore,73.4,negativity_subscore,70.4571,,0.3486,high_stage;high_rolling_value
4340,Taiwan,tension,2025-10-13,66.5571,True,7,5,1.0,hoch,stabil,88.29,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.0191,0.0191,2,crisis_subscore,70.0143,negativity_subscore,66.8714,,0.3506,high_stage;high_rolling_value
4341,Taiwan,tension,2025-11-06,65.4333,True,7,5,1.0,hoch,stabil,87.9,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.0191,0.0191,2,crisis_subscore,68.7143,negativity_subscore,65.2857,,0.35,high_stage;high_rolling_value
4342,Taiwan,tension,2025-11-26,62.1714,True,7,5,1.0,hoch,stabil,86.76,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.0191,0.0191,2,crisis_subscore,65.0429,negativity_subscore,62.4571,,0.3487,high_stage;high_rolling_value
4343,Israel,tension,2025-06-21,61.0476,True,7,5,1.0,hoch,stabil,86.37,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.0191,0.0191,2,crisis_subscore,63.7714,negativity_subscore,61.2286,,0.3482,high_stage;high_rolling_value
4344,Israel,tension,2025-06-24,60.7524,True,7,5,1.0,hoch,stabil,86.26,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.0191,0.0191,2,crisis_subscore,63.8286,negativity_subscore,61.0143,,0.3502,high_stage;high_rolling_value
4345,Taiwan,tension,2025-05-03,60.0048,True,7,5,1.0,hoch,stabil,86.0,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.0191,0.0191,2,crisis_subscore,63.3714,negativity_subscore,59.7429,,0.352,high_stage;high_rolling_value
4346,China,tension,2025-11-13,58.5524,True,7,5,1.0,hoch,stabil,85.49,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.0191,0.0191,2,crisis_subscore,62.1714,negativity_subscore,58.0143,,0.3539,high_stage
4347,China,tension,2025-11-14,58.5333,True,7,5,1.0,hoch,stabil,85.49,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.0191,0.0191,2,crisis_subscore,62.0286,negativity_subscore,58.1,,0.3532,high_stage
4348,Iran,tension,2026-01-30,94.8476,True,7,5,1.0,sehr hoch,stabil,98.2,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.019,0.019,3,crisis_subscore,98.8857,negativity_subscore,95.2714,,0.3475,high_stage;high_rolling_value
4349,Iran,tension,2025-08-07,93.0762,True,7,5,1.0,sehr hoch,stabil,97.58,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.019,0.019,3,crisis_subscore,97.5857,negativity_subscore,93.4571,,0.3495,high_stage;high_rolling_value
4350,Ukraine,tension,2025-05-06,80.2857,True,7,5,1.0,sehr hoch,stabil,93.1,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.019,0.019,3,crisis_subscore,84.1714,negativity_subscore,80.1714,,0.3495,high_stage;high_rolling_value
4351,Iran,tension,2025-06-28,79.3524,True,7,5,1.0,hoch,stabil,92.77,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.019,0.019,2,crisis_subscore,83.1714,negativity_subscore,79.5429,,0.3494,high_stage;high_rolling_value
4352,Israel,tension,2026-01-15,78.6286,True,7,5,1.0,hoch,stabil,92.52,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.019,0.019,2,crisis_subscore,82.7571,negativity_subscore,78.2286,,0.3508,high_stage;high_rolling_value
4353,Nigeria,tension,2025-10-18,77.7905,True,7,5,1.0,hoch,stabil,92.23,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.019,0.019,2,crisis_subscore,82.6286,negativity_subscore,77.0,,0.3541,high_stage;high_rolling_value
4354,Nigeria,tension,2025-10-24,77.7571,True,7,5,1.0,hoch,stabil,92.21,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.019,0.019,2,crisis_subscore,81.4143,negativity_subscore,77.8143,,0.349,high_stage;high_rolling_value
4355,Nigeria,tension,2025-10-25,77.7381,True,7,5,1.0,hoch,stabil,92.21,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.019,0.019,2,crisis_subscore,81.4,negativity_subscore,77.7143,,0.349,high_stage;high_rolling_value
4356,Nigeria,tension,2025-12-10,76.5286,True,7,5,1.0,hoch,stabil,91.79,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.019,0.019,2,crisis_subscore,79.9429,negativity_subscore,76.8429,,0.3482,high_stage;high_rolling_value
4357,Israel,tension,2025-11-27,70.2667,True,7,5,1.0,hoch,stabil,89.59,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.019,0.019,2,crisis_subscore,72.9571,negativity_subscore,70.7857,,0.3461,high_stage;high_rolling_value
4358,Taiwan,tension,2025-11-11,64.8476,True,7,5,1.0,hoch,stabil,87.7,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.019,0.019,2,crisis_subscore,68.2714,negativity_subscore,65.3571,,0.3509,high_stage;high_rolling_value
4359,Taiwan,tension,2025-08-22,62.9476,True,7,5,1.0,hoch,stabil,87.03,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.019,0.019,2,crisis_subscore,65.5,negativity_subscore,63.1714,,0.3468,high_stage;high_rolling_value
4360,China,tension,2025-10-26,59.0905,True,7,5,1.0,hoch,stabil,85.68,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.019,0.019,2,crisis_subscore,62.6857,negativity_subscore,58.7571,,0.3536,high_stage
4361,China,tension,2025-05-21,56.8952,True,7,5,1.0,hoch,stabil,84.91,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.019,0.019,2,crisis_subscore,59.6714,negativity_subscore,56.9,,0.3496,high_stage
4362,Iran,escalation,2026-03-05,90.6696,True,7,5,1.0,sehr hoch,stabil,96.73,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.0179,0.0179,3,peak_subscore,95.9857,external_dynamics_subscore,94.5524,,0.2647,high_stage;high_rolling_value
4363,Russia,escalation,2025-05-18,77.5429,True,7,5,1.0,hoch,stabil,92.14,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.0179,0.0179,2,peak_subscore,85.8143,external_dynamics_subscore,83.9571,,0.2767,high_stage;high_rolling_value
4364,Russia,escalation,2025-12-31,73.9625,True,7,5,1.0,hoch,stabil,90.89,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.0179,0.0179,2,peak_subscore,82.6571,external_dynamics_subscore,81.3524,,0.2794,high_stage;high_rolling_value
4365,Nigeria,escalation,2025-10-10,73.0357,True,7,5,1.0,hoch,stabil,90.56,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.0179,0.0179,2,peak_subscore,78.2143,external_dynamics_subscore,72.5571,,0.2677,high_stage;high_rolling_value
4366,Israel,escalation,2025-09-21,70.8125,True,7,5,1.0,hoch,stabil,89.78,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.0179,0.0179,2,peak_subscore,78.6,external_dynamics_subscore,77.2,,0.2775,high_stage;high_rolling_value
4367,Nigeria,escalation,2025-05-30,70.5946,True,7,5,1.0,hoch,stabil,89.71,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.0179,0.0179,2,peak_subscore,75.2286,external_dynamics_subscore,70.8048,,0.2664,high_stage;high_rolling_value
4368,China,escalation,2025-10-17,57.4786,True,7,5,1.0,hoch,stabil,85.12,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.0179,0.0179,2,peak_subscore,62.1714,external_dynamics_subscore,60.8571,,0.2704,high_stage
4369,Ukraine,escalation,2025-09-28,90.7161,True,7,5,1.0,sehr hoch,stabil,96.75,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.0178,0.0178,3,peak_subscore,96.5429,external_dynamics_subscore,95.1429,,0.2661,high_stage;high_rolling_value
4370,Ukraine,escalation,2025-05-23,83.5661,True,7,5,1.0,sehr hoch,stabil,94.25,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.0178,0.0178,3,peak_subscore,92.0714,external_dynamics_subscore,90.1619,,0.2754,high_stage;high_rolling_value
4371,Ukraine,escalation,2025-06-10,81.0071,True,7,5,1.0,sehr hoch,stabil,93.35,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.0178,0.0178,3,peak_subscore,89.8714,external_dynamics_subscore,88.3667,,0.2774,high_stage;high_rolling_value
4372,Israel,escalation,2026-02-17,72.9857,True,7,5,1.0,hoch,stabil,90.54,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.0178,0.0178,2,peak_subscore,79.4857,external_dynamics_subscore,78.2857,,0.2723,high_stage;high_rolling_value
4373,Nigeria,escalation,2026-04-07,66.9661,True,7,5,1.0,hoch,stabil,88.44,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.0178,0.0178,2,peak_subscore,71.2143,external_dynamics_subscore,69.0571,,0.2659,high_stage;high_rolling_value
4374,China,escalation,2025-12-01,56.2589,True,7,5,1.0,hoch,stabil,84.69,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.0178,0.0178,2,peak_subscore,61.5571,external_dynamics_subscore,60.0524,,0.2735,high_stage
4375,Ukraine,escalation,2026-02-20,91.1625,True,7,5,1.0,sehr hoch,stabil,96.91,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.0161,0.0161,3,peak_subscore,96.9,external_dynamics_subscore,95.2095,,0.2657,high_stage;high_rolling_value
4376,Ukraine,escalation,2025-09-06,90.8214,True,7,5,1.0,sehr hoch,stabil,96.79,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.0161,0.0161,3,peak_subscore,96.5571,external_dynamics_subscore,95.5286,,0.2658,high_stage;high_rolling_value
4377,Russia,escalation,2026-02-21,86.9107,True,7,5,1.0,sehr hoch,stabil,95.42,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.0161,0.0161,3,peak_subscore,92.2714,external_dynamics_subscore,90.4238,,0.2654,high_stage;high_rolling_value
4378,Russia,escalation,2025-06-06,76.7232,True,7,5,1.0,hoch,stabil,91.85,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.0161,0.0161,2,peak_subscore,84.8571,external_dynamics_subscore,83.3857,,0.2765,high_stage;high_rolling_value
4379,Israel,escalation,2026-01-24,76.5036,True,7,5,1.0,hoch,stabil,91.78,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.0161,0.0161,2,peak_subscore,82.4714,external_dynamics_subscore,81.2476,,0.2695,high_stage;high_rolling_value
4380,Nigeria,escalation,2025-05-13,71.8411,True,7,5,1.0,hoch,stabil,90.14,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.0161,0.0161,2,peak_subscore,77.2429,external_dynamics_subscore,71.2952,,0.2688,high_stage;high_rolling_value
4381,Nigeria,escalation,2025-07-01,66.7643,True,7,5,1.0,hoch,stabil,88.37,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.0161,0.0161,2,peak_subscore,71.0143,external_dynamics_subscore,68.4905,,0.2659,high_stage;high_rolling_value
4382,Taiwan,escalation,2025-09-01,64.7304,True,7,5,1.0,hoch,stabil,87.66,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.0161,0.0161,2,peak_subscore,71.2857,external_dynamics_subscore,69.5524,,0.2753,high_stage;high_rolling_value
4383,Russia,escalation,2026-02-18,87.3446,True,7,5,1.0,sehr hoch,stabil,95.57,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.016,0.016,3,peak_subscore,93.1714,external_dynamics_subscore,90.7476,,0.2667,high_stage;high_rolling_value
4384,Ukraine,escalation,2025-10-26,84.6429,True,7,5,1.0,sehr hoch,stabil,94.63,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.016,0.016,3,peak_subscore,91.5143,external_dynamics_subscore,90.3333,,0.2703,high_stage;high_rolling_value
4385,Ukraine,escalation,2026-01-05,80.5036,True,7,5,1.0,sehr hoch,stabil,93.18,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.016,0.016,3,peak_subscore,89.6571,external_dynamics_subscore,87.9762,,0.2784,high_stage;high_rolling_value
4386,Taiwan,escalation,2025-11-14,65.4214,True,7,5,1.0,hoch,stabil,87.9,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.016,0.016,2,peak_subscore,72.0,external_dynamics_subscore,70.3238,,0.2751,high_stage;high_rolling_value
4387,Taiwan,escalation,2025-09-13,64.4696,True,7,5,1.0,hoch,stabil,87.56,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.016,0.016,2,peak_subscore,70.5286,external_dynamics_subscore,69.3286,,0.2735,high_stage;high_rolling_value
4388,Iran,tension,2026-02-27,94.8143,True,7,5,1.0,sehr hoch,stabil,98.19,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.0143,0.0143,3,crisis_subscore,98.7857,negativity_subscore,94.7714,,0.3473,high_stage;high_rolling_value
4389,Iran,tension,2026-03-07,94.7095,True,7,5,1.0,sehr hoch,stabil,98.15,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.0143,0.0143,3,crisis_subscore,98.6857,negativity_subscore,94.6429,,0.3473,high_stage;high_rolling_value
4390,Ukraine,tension,2025-09-14,94.5905,True,7,5,1.0,sehr hoch,stabil,98.11,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.0143,0.0143,3,crisis_subscore,98.7857,negativity_subscore,95.1286,,0.3481,high_stage;high_rolling_value
4391,Iran,tension,2025-08-21,94.1429,True,7,5,1.0,sehr hoch,stabil,97.95,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.0143,0.0143,3,crisis_subscore,98.8857,negativity_subscore,94.2571,,0.3501,high_stage;high_rolling_value
4392,Russia,tension,2026-02-17,91.9762,True,7,5,1.0,sehr hoch,stabil,97.19,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.0143,0.0143,3,crisis_subscore,96.5143,negativity_subscore,91.7,,0.3498,high_stage;high_rolling_value
4393,Russia,tension,2025-09-13,88.3857,True,7,5,1.0,sehr hoch,stabil,95.93,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.0143,0.0143,3,crisis_subscore,93.2143,negativity_subscore,88.1571,,0.3515,high_stage;high_rolling_value
4394,Iran,tension,2025-05-27,86.7619,True,7,5,1.0,sehr hoch,stabil,95.37,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.0143,0.0143,3,crisis_subscore,90.6857,negativity_subscore,86.7143,,0.3484,high_stage;high_rolling_value
4395,Iran,tension,2025-05-26,86.7476,True,7,5,1.0,sehr hoch,stabil,95.36,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.0143,0.0143,3,crisis_subscore,90.9429,negativity_subscore,86.5,,0.3495,high_stage;high_rolling_value
4396,Ukraine,escalation,2025-10-27,84.6286,True,7,5,1.0,sehr hoch,stabil,94.62,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.0143,0.0143,3,peak_subscore,91.6429,external_dynamics_subscore,90.5667,,0.2707,high_stage;high_rolling_value
4397,Ukraine,escalation,2025-10-28,84.6143,True,7,5,1.0,sehr hoch,stabil,94.62,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.0143,0.0143,3,peak_subscore,91.6571,external_dynamics_subscore,90.8048,,0.2708,high_stage;high_rolling_value
4398,Ukraine,escalation,2025-11-22,83.9714,True,7,5,1.0,sehr hoch,stabil,94.39,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.0143,0.0143,3,peak_subscore,92.4,external_dynamics_subscore,90.4476,,0.2751,high_stage;high_rolling_value
4399,Iran,escalation,2025-12-21,83.8036,True,7,5,1.0,sehr hoch,stabil,94.33,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.0143,0.0143,3,peak_subscore,91.2143,external_dynamics_subscore,89.6238,,0.2721,high_stage;high_rolling_value
4400,Iran,tension,2025-06-11,82.8762,True,7,5,1.0,sehr hoch,stabil,94.01,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.0143,0.0143,3,crisis_subscore,87.4857,negativity_subscore,82.5857,,0.3519,high_stage;high_rolling_value
4401,Iran,escalation,2026-04-10,82.3518,True,7,5,1.0,sehr hoch,stabil,93.82,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.0143,0.0143,3,peak_subscore,90.8,external_dynamics_subscore,88.5333,,0.2756,high_stage;high_rolling_value
4402,Ukraine,tension,2025-05-31,79.9714,True,7,5,1.0,hoch,stabil,92.99,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.0143,0.0143,2,crisis_subscore,83.4429,negativity_subscore,80.2571,,0.3478,high_stage;high_rolling_value
4403,Nigeria,tension,2025-10-16,78.1381,True,7,5,1.0,hoch,stabil,92.35,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.0143,0.0143,2,crisis_subscore,82.9571,negativity_subscore,77.8714,,0.3539,high_stage;high_rolling_value
4404,Russia,escalation,2025-12-05,76.7339,True,7,5,1.0,hoch,stabil,91.86,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.0143,0.0143,2,peak_subscore,85.0286,external_dynamics_subscore,83.5571,,0.277,high_stage;high_rolling_value
4405,Taiwan,tension,2026-02-22,72.4762,True,7,5,1.0,hoch,stabil,90.37,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.0143,0.0143,2,crisis_subscore,76.4714,negativity_subscore,72.4571,,0.3517,high_stage;high_rolling_value
4406,Nigeria,escalation,2025-10-16,71.7179,True,7,5,1.0,hoch,stabil,90.1,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.0143,0.0143,2,peak_subscore,76.8857,external_dynamics_subscore,71.181,,0.268,high_stage;high_rolling_value
4407,Nigeria,tension,2025-07-03,71.4571,True,7,5,1.0,hoch,stabil,90.01,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.0143,0.0143,2,crisis_subscore,75.4,negativity_subscore,71.7286,,0.3517,high_stage;high_rolling_value
4408,Nigeria,tension,2026-04-08,71.3286,True,7,5,1.0,hoch,stabil,89.97,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.0143,0.0143,2,crisis_subscore,74.9286,negativity_subscore,71.0429,,0.3502,high_stage;high_rolling_value
4409,Russia,tension,2026-04-05,70.0333,True,7,5,1.0,hoch,stabil,89.51,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.0143,0.0143,2,crisis_subscore,73.0143,negativity_subscore,70.3857,,0.3475,high_stage;high_rolling_value
4410,Israel,escalation,2025-06-14,68.8018,True,7,5,1.0,hoch,stabil,89.08,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.0143,0.0143,2,peak_subscore,77.9571,external_dynamics_subscore,75.9143,,0.2833,high_stage;high_rolling_value
4411,Russia,tension,2025-06-29,67.9667,True,7,5,1.0,hoch,stabil,88.79,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.0143,0.0143,2,crisis_subscore,71.7429,negativity_subscore,68.4286,,0.3519,high_stage;high_rolling_value
4412,Israel,tension,2025-05-27,67.2524,True,7,5,1.0,hoch,stabil,88.54,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.0143,0.0143,2,crisis_subscore,71.2857,negativity_subscore,66.9,,0.3533,high_stage;high_rolling_value
4413,Taiwan,escalation,2025-10-07,65.5375,True,7,5,1.0,hoch,stabil,87.94,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.0143,0.0143,2,peak_subscore,70.9571,external_dynamics_subscore,69.7857,,0.2707,high_stage;high_rolling_value
4414,Taiwan,escalation,2025-09-03,64.4893,True,7,5,1.0,hoch,stabil,87.57,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.0143,0.0143,2,peak_subscore,71.2286,external_dynamics_subscore,69.3952,,0.2761,high_stage;high_rolling_value
4415,Taiwan,tension,2025-08-23,62.9333,True,7,5,1.0,hoch,stabil,87.03,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.0143,0.0143,2,crisis_subscore,65.5143,negativity_subscore,62.8286,,0.347,high_stage;high_rolling_value
4416,Taiwan,escalation,2025-12-07,62.4464,True,7,5,1.0,hoch,stabil,86.86,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.0143,0.0143,2,peak_subscore,70.2429,external_dynamics_subscore,67.7,,0.2812,high_stage;high_rolling_value
4417,Israel,tension,2026-03-30,60.3619,True,7,5,1.0,hoch,stabil,86.13,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.0143,0.0143,2,crisis_subscore,62.1429,negativity_subscore,60.9714,,0.3432,high_stage;high_rolling_value
4418,Poland,tension,2026-02-28,58.1,True,7,5,1.0,hoch,stabil,85.34,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.0143,0.0143,2,crisis_subscore,60.9429,negativity_subscore,57.7143,,0.3496,high_stage
4419,China,escalation,2025-09-26,58.0661,True,7,5,1.0,hoch,stabil,85.32,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.0143,0.0143,2,peak_subscore,63.2571,external_dynamics_subscore,61.3524,,0.2723,high_stage
4420,Taiwan,tension,2026-04-12,57.9905,True,7,5,1.0,hoch,stabil,85.3,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.0143,0.0143,2,crisis_subscore,61.3714,negativity_subscore,57.9286,,0.3528,high_stage
4421,China,escalation,2025-10-20,57.2946,True,7,5,1.0,hoch,stabil,85.05,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.0143,0.0143,2,peak_subscore,61.7571,external_dynamics_subscore,60.6857,,0.2695,high_stage
4422,China,tension,2025-05-11,57.0143,True,7,5,1.0,hoch,stabil,84.96,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.0143,0.0143,2,crisis_subscore,60.2571,negativity_subscore,56.7286,,0.3523,high_stage
4423,Taiwan,tension,2025-07-22,56.581,True,7,5,1.0,hoch,stabil,84.8,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.0143,0.0143,2,crisis_subscore,59.3286,negativity_subscore,56.5143,,0.3495,high_stage
4424,China,escalation,2025-05-28,56.4393,True,7,5,1.0,hoch,stabil,84.75,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.0143,0.0143,2,peak_subscore,61.7286,external_dynamics_subscore,60.3333,,0.2734,high_stage
4425,Iran,tension,2025-10-18,85.5429,True,7,5,1.0,sehr hoch,stabil,94.94,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.0142,0.0142,3,crisis_subscore,89.3571,negativity_subscore,85.4286,,0.3482,high_stage;high_rolling_value
4426,Iran,tension,2026-04-01,81.1048,True,7,5,1.0,sehr hoch,stabil,93.39,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.0142,0.0142,3,crisis_subscore,84.8571,negativity_subscore,81.5571,,0.3488,high_stage;high_rolling_value
4427,Russia,tension,2025-12-19,70.319,True,7,5,1.0,hoch,stabil,89.61,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.0142,0.0142,2,crisis_subscore,73.5286,negativity_subscore,70.5286,,0.3485,high_stage;high_rolling_value
4428,Russia,tension,2025-07-15,69.1952,True,7,5,1.0,hoch,stabil,89.22,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.0142,0.0142,2,crisis_subscore,73.3286,negativity_subscore,69.2143,,0.3532,high_stage;high_rolling_value
4429,Nigeria,escalation,2025-07-04,66.7946,True,7,5,1.0,hoch,stabil,88.38,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.0142,0.0142,2,peak_subscore,70.9143,external_dynamics_subscore,68.5762,,0.2654,high_stage;high_rolling_value
4430,Ukraine,escalation,2026-02-06,91.4429,True,7,5,1.0,sehr hoch,stabil,97.01,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.0125,0.0125,3,peak_subscore,97.3429,external_dynamics_subscore,96.0,,0.2661,high_stage;high_rolling_value
4431,Iran,escalation,2026-01-19,90.5946,True,7,5,1.0,sehr hoch,stabil,96.71,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.0125,0.0125,3,peak_subscore,96.5571,external_dynamics_subscore,94.5095,,0.2665,high_stage;high_rolling_value
4432,Iran,escalation,2025-10-24,84.7964,True,7,5,1.0,sehr hoch,stabil,94.68,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.0125,0.0125,3,peak_subscore,91.4143,external_dynamics_subscore,90.2952,,0.2695,high_stage;high_rolling_value
4433,Ukraine,escalation,2025-07-08,79.3268,True,7,5,1.0,hoch,stabil,92.76,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.0125,0.0125,2,peak_subscore,89.1714,external_dynamics_subscore,87.0381,,0.281,high_stage;high_rolling_value
4434,Israel,escalation,2026-02-19,72.9054,True,7,5,1.0,hoch,stabil,90.52,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.0125,0.0125,2,peak_subscore,79.7429,external_dynamics_subscore,78.3857,,0.2734,high_stage;high_rolling_value
